Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Product_Add_Suite,Chrome 74.0.3729.131,,,2019-05-10 16:09:03,2019-05-10 16:11:00,1m - 56.783s,PASSED
,,,,,,,
Test Cases/Add_Product/AddProductFields_verification,Chrome 74.0.3729.131,,,2019-05-10 16:09:03,2019-05-10 16:10:03,59.472s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,,2019-05-10 16:09:04,2019-05-10 16:09:07,3.420s,PASSED
navigateToUrl(applicationUrl),Chrome 74.0.3729.131,,,2019-05-10 16:09:07,2019-05-10 16:09:27,19.223s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-10 16:09:27,2019-05-10 16:09:30,3.050s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,,2019-05-10 16:09:30,2019-05-10 16:09:30,0.191s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-10 16:09:30,2019-05-10 16:09:32,2.009s,PASSED
"setText(findTestObject(""Page_BugsUI/input_username""), ""knagendra-ext"")",Chrome 74.0.3729.131,,,2019-05-10 16:09:32,2019-05-10 16:09:32,0.255s,PASSED
"setText(findTestObject(""Page_BugsUI/input_password""), ""Kum1!@#$%^&*()ar"")",Chrome 74.0.3729.131,,,2019-05-10 16:09:32,2019-05-10 16:09:32,0.195s,PASSED
"if (verifyElementClickable(findTestObject(""Page_BugsUI/button_Login"")))",Chrome 74.0.3729.131,,,2019-05-10 16:09:32,2019-05-10 16:09:33,0.176s,PASSED
delay(6),Chrome 74.0.3729.131,,,2019-05-10 16:09:33,2019-05-10 16:09:39,6.005s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI Dashboard/span_Dashboard""), 0))",Chrome 74.0.3729.131,,,2019-05-10 16:09:39,2019-05-10 16:09:41,2.368s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-10 16:09:41,2019-05-10 16:09:44,3.007s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI Add Product/span_Add Product""), 0))",Chrome 74.0.3729.131,,,2019-05-10 16:09:44,2019-05-10 16:09:44,0.079s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/div_Choose Classification""), 1)",Chrome 74.0.3729.131,,,2019-05-10 16:09:44,2019-05-10 16:09:44,0.033s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/input_name""), 1)",Chrome 74.0.3729.131,,,2019-05-10 16:09:44,2019-05-10 16:09:44,0.029s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/textarea_description""), 1)",Chrome 74.0.3729.131,,,2019-05-10 16:09:44,2019-05-10 16:09:44,0.030s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/checkbox_closedForBugEntry""), 1)",Chrome 74.0.3729.131,,,2019-05-10 16:09:44,2019-05-10 16:09:44,0.022s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/input_version""), 1)",Chrome 74.0.3729.131,,,2019-05-10 16:09:44,2019-05-10 16:09:44,0.027s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/input_component""), 1)",Chrome 74.0.3729.131,,,2019-05-10 16:09:44,2019-05-10 16:09:44,0.033s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/div_Choose Assignee""), 1)",Chrome 74.0.3729.131,,,2019-05-10 16:09:44,2019-05-10 16:09:44,0.038s,PASSED
"scrollToElement(findTestObject(""Page_BugsUI Add Product/AddProduct_button""), 0)",Chrome 74.0.3729.131,,,2019-05-10 16:09:44,2019-05-10 16:09:44,0.046s,PASSED
delay(1),Chrome 74.0.3729.131,,,2019-05-10 16:09:44,2019-05-10 16:09:45,1.006s,PASSED
"if (verifyElementNotClickable(findTestObject(""Page_BugsUI Add Product/AddProduct_button"")))",Chrome 74.0.3729.131,,,2019-05-10 16:09:45,2019-05-10 16:09:45,0.075s,PASSED
"scrollToElement(findTestObject(""Page_BugsUI Add Product/div_Choose Classification""), 0)",Chrome 74.0.3729.131,,,2019-05-10 16:09:45,2019-05-10 16:09:45,0.036s,PASSED
delay(1),Chrome 74.0.3729.131,,,2019-05-10 16:09:45,2019-05-10 16:09:46,1.001s,PASSED
"click(findTestObject(""Page_BugsUI Add Product/div_Choose Classification""))",Chrome 74.0.3729.131,,,2019-05-10 16:09:46,2019-05-10 16:09:47,0.124s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-10 16:09:47,2019-05-10 16:09:49,2.005s,PASSED
"click(findTestObject(""Page_BugsUI Add Product/span_Software""))",Chrome 74.0.3729.131,,,2019-05-10 16:09:49,2019-05-10 16:09:49,0.172s,PASSED
"setText(findTestObject(""Page_BugsUI Add Product/input_name""), ""1-Automation-testing"")",Chrome 74.0.3729.131,,,2019-05-10 16:09:49,2019-05-10 16:09:49,0.471s,PASSED
"setText(findTestObject(""Page_BugsUI Add Product/textarea_description""), ""1-Automation-testing Description"")",Chrome 74.0.3729.131,,,2019-05-10 16:09:49,2019-05-10 16:09:50,0.357s,PASSED
"setText(findTestObject(""Page_BugsUI Add Product/input_version""), ""1"")",Chrome 74.0.3729.131,,,2019-05-10 16:09:50,2019-05-10 16:09:50,0.082s,PASSED
"scrollToElement(findTestObject(""Page_BugsUI Add Product/AddProduct_button""), 0)",Chrome 74.0.3729.131,,,2019-05-10 16:09:50,2019-05-10 16:09:50,0.030s,PASSED
delay(1),Chrome 74.0.3729.131,,,2019-05-10 16:09:50,2019-05-10 16:09:51,1.003s,PASSED
"if (verifyElementNotClickable(findTestObject(""Page_BugsUI Add Product/AddProduct_button"")))",Chrome 74.0.3729.131,,,2019-05-10 16:09:51,2019-05-10 16:09:51,0.037s,PASSED
"setText(findTestObject(""Page_BugsUI Add Product/defaultAssigne_inputbox""), ""kumar nagendra"")",Chrome 74.0.3729.131,,,2019-05-10 16:09:51,2019-05-10 16:09:51,0.331s,PASSED
