Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
BugPageGeneralTab,Chrome 74.0.3729.131,,,2019-05-06 15:21:26,2019-05-06 15:22:45,1m - 19.101s,PASSED
,,,,,,,
Test Cases/BugPage/verify_commit_for_bugPage,Chrome 74.0.3729.131,,,2019-05-06 15:21:27,2019-05-06 15:22:34,1m - 7.509s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,,2019-05-06 15:21:27,2019-05-06 15:21:31,3.522s,PASSED
navigateToUrl(applicationUrl),Chrome 74.0.3729.131,,,2019-05-06 15:21:31,2019-05-06 15:21:46,15.488s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 15:21:46,2019-05-06 15:21:49,3.040s,PASSED
reusable.loginBugZillaUI.login(),Chrome 74.0.3729.131,,,2019-05-06 15:21:49,2019-05-06 15:21:50,0.707s,PASSED
delay(4),Chrome 74.0.3729.131,,,2019-05-06 15:21:50,2019-05-06 15:21:54,4.002s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Dashboard/span_Dashboard""), 0)",Chrome 74.0.3729.131,,,2019-05-06 15:21:54,2019-05-06 15:21:54,0.071s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI Dashboard/input_Edit_search""), 0))",Chrome 74.0.3729.131,,,2019-05-06 15:21:54,2019-05-06 15:21:56,1.376s,PASSED
delay(20),Chrome 74.0.3729.131,,,2019-05-06 15:21:56,2019-05-06 15:22:16,20.006s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI New Bug/label_Bug 255666""), 0))",Chrome 74.0.3729.131,,,2019-05-06 15:22:16,2019-05-06 15:22:16,0.134s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI New Bug/bugInfo_accordion""), 0)",Chrome 74.0.3729.131,,,2019-05-06 15:22:16,2019-05-06 15:22:16,0.030s,PASSED
"isBugInfoAccordionExpanded = getAttribute(findTestObject(""Page_BugsUI New Bug/bugInfo_accordion""), ""aria-expanded"")",Chrome 74.0.3729.131,,,2019-05-06 15:22:16,2019-05-06 15:22:16,0.046s,PASSED
"if (isBugInfoAccordionExpanded.equals(""false""))",Chrome 74.0.3729.131,,,2019-05-06 15:22:16,2019-05-06 15:22:19,3.628s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 15:22:19,2019-05-06 15:22:21,2.007s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI New Bug/div_Bugdetails_updated_success""), 0))",Chrome 74.0.3729.131,,,2019-05-06 15:22:21,2019-05-06 15:22:22,0.202s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 15:22:22,2019-05-06 15:22:25,3.006s,PASSED
"aliasName = getAttribute(findTestObject(""Page_BugsUI New Bug/input_BugAlias""), ""value"")",Chrome 74.0.3729.131,,,2019-05-06 15:22:25,2019-05-06 15:22:25,0.052s,PASSED
"if (aliasName.equals(""123Test""))",Chrome 74.0.3729.131,,,2019-05-06 15:22:25,2019-05-06 15:22:25,0.000s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 15:22:25,2019-05-06 15:22:28,3.003s,PASSED
"clearText(findTestObject(""Page_BugsUI New Bug/input_BugAlias""))",Chrome 74.0.3729.131,,,2019-05-06 15:22:28,2019-05-06 15:22:28,0.120s,PASSED
"setText(findTestObject(""Page_BugsUI New Bug/input_BugAlias""), ""test987"")",Chrome 74.0.3729.131,,,2019-05-06 15:22:28,2019-05-06 15:22:28,0.161s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 15:22:28,2019-05-06 15:22:31,3.004s,PASSED
"if (verifyElementClickable(findTestObject(""Page_BugsUI New Bug/topButton_Commit"")))",Chrome 74.0.3729.131,,,2019-05-06 15:22:31,2019-05-06 15:22:31,0.159s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 15:22:31,2019-05-06 15:22:34,3.005s,PASSED
,,,,,,,
Test Cases/BugPage/verify_addingComments,Chrome 74.0.3729.131,,,2019-05-06 15:22:34,2019-05-06 15:22:45,11.141s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 15:22:34,2019-05-06 15:22:37,2.005s,PASSED
"scrollToElement(findTestObject(""Page_BugsUI New Bug/select_commentOrder_dropdown""), 0)",Chrome 74.0.3729.131,,,2019-05-06 15:22:37,2019-05-06 15:22:37,0.106s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 15:22:37,2019-05-06 15:22:39,2.007s,PASSED
"setText(findTestObject(""Page_BugsUI New Bug/textarea_Add Comment""), ""Testing comment for Automation"")",Chrome 74.0.3729.131,,,2019-05-06 15:22:39,2019-05-06 15:22:39,0.480s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 15:22:39,2019-05-06 15:22:42,3.006s,PASSED
"if (verifyElementClickable(findTestObject(""Page_BugsUI New Bug/bottom_button_Commit"")))",Chrome 74.0.3729.131,,,2019-05-06 15:22:42,2019-05-06 15:22:42,0.183s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 15:22:42,2019-05-06 15:22:44,2.008s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI New Bug/div_Bugdetails_updated_success""), 0))",Chrome 74.0.3729.131,,,2019-05-06 15:22:44,2019-05-06 15:22:45,0.217s,PASSED
closeBrowser(),Chrome 74.0.3729.131,,,2019-05-06 15:22:45,2019-05-06 15:22:45,0.838s,PASSED
