Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Product_Add_Suite,Firefox 66.0,,,2019-05-10 16:01:18,2019-05-10 16:03:00,1m - 42.657s,FAILED
,,,,,,,
Test Cases/Add_Product/AddProductFields_verification,Firefox 66.0,,,2019-05-10 16:01:18,2019-05-10 16:02:22,1m - 4.218s,PASSED
"openBrowser("""")",Firefox 66.0,,,2019-05-10 16:01:19,2019-05-10 16:01:26,7.215s,PASSED
navigateToUrl(applicationUrl),Firefox 66.0,,,2019-05-10 16:01:26,2019-05-10 16:01:46,19.840s,PASSED
delay(3),Firefox 66.0,,,2019-05-10 16:01:46,2019-05-10 16:01:49,3.043s,PASSED
maximizeWindow(),Firefox 66.0,,,2019-05-10 16:01:49,2019-05-10 16:01:49,0.299s,PASSED
delay(2),Firefox 66.0,,,2019-05-10 16:01:49,2019-05-10 16:01:51,2.003s,PASSED
"setText(findTestObject(""Page_BugsUI/input_username""), ""knagendra-ext"")",Firefox 66.0,,,2019-05-10 16:01:51,2019-05-10 16:01:51,0.185s,PASSED
"setText(findTestObject(""Page_BugsUI/input_password""), ""Kum1!@#$%^&*()ar"")",Firefox 66.0,,,2019-05-10 16:01:51,2019-05-10 16:01:51,0.122s,PASSED
"if (verifyElementClickable(findTestObject(""Page_BugsUI/button_Login"")))",Firefox 66.0,,,2019-05-10 16:01:51,2019-05-10 16:01:52,0.431s,PASSED
delay(6),Firefox 66.0,,,2019-05-10 16:01:52,2019-05-10 16:01:58,6.007s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI Dashboard/span_Dashboard""), 0))",Firefox 66.0,,,2019-05-10 16:01:58,2019-05-10 16:02:00,2.600s,PASSED
delay(3),Firefox 66.0,,,2019-05-10 16:02:00,2019-05-10 16:02:03,3.003s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI Add Product/span_Add Product""), 0))",Firefox 66.0,,,2019-05-10 16:02:03,2019-05-10 16:02:03,0.021s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/div_Choose Classification""), 1)",Firefox 66.0,,,2019-05-10 16:02:03,2019-05-10 16:02:04,0.020s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/input_name""), 1)",Firefox 66.0,,,2019-05-10 16:02:04,2019-05-10 16:02:04,0.019s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/textarea_description""), 1)",Firefox 66.0,,,2019-05-10 16:02:04,2019-05-10 16:02:04,0.015s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/checkbox_closedForBugEntry""), 1)",Firefox 66.0,,,2019-05-10 16:02:04,2019-05-10 16:02:04,0.030s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/input_version""), 1)",Firefox 66.0,,,2019-05-10 16:02:04,2019-05-10 16:02:04,0.021s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/input_component""), 1)",Firefox 66.0,,,2019-05-10 16:02:04,2019-05-10 16:02:04,0.028s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/div_Choose Assignee""), 1)",Firefox 66.0,,,2019-05-10 16:02:04,2019-05-10 16:02:04,0.082s,PASSED
"scrollToElement(findTestObject(""Page_BugsUI Add Product/AddProduct_button""), 0)",Firefox 66.0,,,2019-05-10 16:02:04,2019-05-10 16:02:04,0.036s,PASSED
delay(1),Firefox 66.0,,,2019-05-10 16:02:04,2019-05-10 16:02:05,1.004s,PASSED
"if (verifyElementNotClickable(findTestObject(""Page_BugsUI Add Product/AddProduct_button"")))",Firefox 66.0,,,2019-05-10 16:02:05,2019-05-10 16:02:05,0.033s,PASSED
"scrollToElement(findTestObject(""Page_BugsUI Add Product/div_Choose Classification""), 0)",Firefox 66.0,,,2019-05-10 16:02:05,2019-05-10 16:02:05,0.024s,PASSED
delay(1),Firefox 66.0,,,2019-05-10 16:02:05,2019-05-10 16:02:06,1.002s,PASSED
