Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Product_Add_Suite,Chrome 73.0.3683.103,,2019-04-22 12:06:57,2019-04-22 12:07:57,1m - 0.355s,PASSED
,,,,,,
Test Cases/Add_Product/AddProductFields_verification,Chrome 73.0.3683.103,,2019-04-22 12:06:57,2019-04-22 12:07:42,44.704s,PASSED
openBrowser,Chrome 73.0.3683.103,,2019-04-22 12:06:58,2019-04-22 12:07:01,3.017s,PASSED
navigateToUrl,Chrome 73.0.3683.103,,2019-04-22 12:07:01,2019-04-22 12:07:16,14.904s,PASSED
delay,Chrome 73.0.3683.103,,2019-04-22 12:07:16,2019-04-22 12:07:19,3.049s,PASSED
reusable.loginBugZillaUI.login,Chrome 73.0.3683.103,,2019-04-22 12:07:19,2019-04-22 12:07:20,1.159s,PASSED
delay,Chrome 73.0.3683.103,,2019-04-22 12:07:20,2019-04-22 12:07:26,6.002s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_BugsUI Dashboard/span_Dashboard), 0))",Chrome 73.0.3683.103,,2019-04-22 12:07:26,2019-04-22 12:07:28,2.383s,PASSED
delay,Chrome 73.0.3683.103,,2019-04-22 12:07:28,2019-04-22 12:07:31,3.004s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_BugsUI Add Product/span_Add Product), 0))",Chrome 73.0.3683.103,,2019-04-22 12:07:31,2019-04-22 12:07:31,0.059s,PASSED
verifyElementPresent,Chrome 73.0.3683.103,,2019-04-22 12:07:31,2019-04-22 12:07:31,0.025s,PASSED
verifyElementPresent,Chrome 73.0.3683.103,,2019-04-22 12:07:31,2019-04-22 12:07:31,0.047s,PASSED
verifyElementPresent,Chrome 73.0.3683.103,,2019-04-22 12:07:31,2019-04-22 12:07:31,0.013s,PASSED
verifyElementPresent,Chrome 73.0.3683.103,,2019-04-22 12:07:31,2019-04-22 12:07:31,0.045s,PASSED
verifyElementPresent,Chrome 73.0.3683.103,,2019-04-22 12:07:31,2019-04-22 12:07:31,0.015s,PASSED
