Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
BugPageGeneralTab,Chrome 74.0.3729.131,,,2019-05-06 15:37:32,2019-05-06 15:38:57,1m - 25.164s,PASSED
,,,,,,,
Test Cases/BugPage/verify_commit_for_bugPage,Chrome 74.0.3729.131,,,2019-05-06 15:37:33,2019-05-06 15:38:40,1m - 7.476s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,,2019-05-06 15:37:33,2019-05-06 15:37:37,3.871s,PASSED
navigateToUrl(applicationUrl),Chrome 74.0.3729.131,,,2019-05-06 15:37:37,2019-05-06 15:37:52,15.211s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 15:37:52,2019-05-06 15:37:55,3.058s,PASSED
reusable.loginBugZillaUI.login(),Chrome 74.0.3729.131,,,2019-05-06 15:37:55,2019-05-06 15:37:56,0.720s,PASSED
delay(4),Chrome 74.0.3729.131,,,2019-05-06 15:37:56,2019-05-06 15:38:00,4.008s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Dashboard/span_Dashboard""), 0)",Chrome 74.0.3729.131,,,2019-05-06 15:38:00,2019-05-06 15:38:00,0.094s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI Dashboard/input_Edit_search""), 0))",Chrome 74.0.3729.131,,,2019-05-06 15:38:00,2019-05-06 15:38:01,1.346s,PASSED
delay(20),Chrome 74.0.3729.131,,,2019-05-06 15:38:01,2019-05-06 15:38:21,20.003s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI New Bug/label_Bug 255666""), 0))",Chrome 74.0.3729.131,,,2019-05-06 15:38:21,2019-05-06 15:38:22,0.147s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI New Bug/bugInfo_accordion""), 0)",Chrome 74.0.3729.131,,,2019-05-06 15:38:22,2019-05-06 15:38:22,0.040s,PASSED
"isBugInfoAccordionExpanded = getAttribute(findTestObject(""Page_BugsUI New Bug/bugInfo_accordion""), ""aria-expanded"")",Chrome 74.0.3729.131,,,2019-05-06 15:38:22,2019-05-06 15:38:22,0.048s,PASSED
"if (isBugInfoAccordionExpanded.equals(""false""))",Chrome 74.0.3729.131,,,2019-05-06 15:38:22,2019-05-06 15:38:25,3.586s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 15:38:25,2019-05-06 15:38:27,2.007s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI New Bug/div_Bugdetails_updated_success""), 0))",Chrome 74.0.3729.131,,,2019-05-06 15:38:27,2019-05-06 15:38:27,0.196s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 15:38:27,2019-05-06 15:38:30,3.005s,PASSED
"aliasName = getAttribute(findTestObject(""Page_BugsUI New Bug/input_BugAlias""), ""value"")",Chrome 74.0.3729.131,,,2019-05-06 15:38:30,2019-05-06 15:38:31,0.114s,PASSED
"if (aliasName.equals(""123Test""))",Chrome 74.0.3729.131,,,2019-05-06 15:38:31,2019-05-06 15:38:31,0.000s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 15:38:31,2019-05-06 15:38:34,3.005s,PASSED
"clearText(findTestObject(""Page_BugsUI New Bug/input_BugAlias""))",Chrome 74.0.3729.131,,,2019-05-06 15:38:34,2019-05-06 15:38:34,0.125s,PASSED
"setText(findTestObject(""Page_BugsUI New Bug/input_BugAlias""), ""test987"")",Chrome 74.0.3729.131,,,2019-05-06 15:38:34,2019-05-06 15:38:34,0.162s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 15:38:34,2019-05-06 15:38:37,3.005s,PASSED
"if (verifyElementClickable(findTestObject(""Page_BugsUI New Bug/topButton_Commit"")))",Chrome 74.0.3729.131,,,2019-05-06 15:38:37,2019-05-06 15:38:37,0.172s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 15:38:37,2019-05-06 15:38:40,3.004s,PASSED
,,,,,,,
Test Cases/BugPage/verify_addingComments,Chrome 74.0.3729.131,,,2019-05-06 15:38:40,2019-05-06 15:38:57,17.302s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 15:38:40,2019-05-06 15:38:42,2.009s,PASSED
"scrollToElement(findTestObject(""Page_BugsUI New Bug/select_commentOrder_dropdown""), 0)",Chrome 74.0.3729.131,,,2019-05-06 15:38:42,2019-05-06 15:38:42,0.084s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 15:38:42,2019-05-06 15:38:44,2.004s,PASSED
"setText(findTestObject(""Page_BugsUI New Bug/textarea_Add Comment""), ""Testing comment for Automation"")",Chrome 74.0.3729.131,,,2019-05-06 15:38:44,2019-05-06 15:38:45,0.411s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 15:38:45,2019-05-06 15:38:48,3.004s,PASSED
"if (verifyElementClickable(findTestObject(""Page_BugsUI New Bug/bottom_button_Commit"")))",Chrome 74.0.3729.131,,,2019-05-06 15:38:48,2019-05-06 15:38:48,0.193s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 15:38:48,2019-05-06 15:38:50,2.006s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI New Bug/div_Bugdetails_updated_success""), 0))",Chrome 74.0.3729.131,,,2019-05-06 15:38:50,2019-05-06 15:38:50,0.097s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 15:38:50,2019-05-06 15:38:52,2.004s,PASSED
"scrollToElement(findTestObject(""Page_BugsUI New Bug/logs_accordion""), 0)",Chrome 74.0.3729.131,,,2019-05-06 15:38:52,2019-05-06 15:38:52,0.072s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 15:38:52,2019-05-06 15:38:54,2.006s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI New Bug/select_commentOrder_dropdown""), 0))",Chrome 74.0.3729.131,,,2019-05-06 15:38:54,2019-05-06 15:38:54,0.220s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 15:38:54,2019-05-06 15:38:56,2.005s,PASSED
closeBrowser(),Chrome 74.0.3729.131,,,2019-05-06 15:38:56,2019-05-06 15:38:57,0.882s,PASSED
