Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
BugPageGeneralTab,Chrome 74.0.3729.131,,,2019-05-06 15:14:06,2019-05-06 15:15:25,1m - 19.051s,PASSED
,,,,,,,
Test Cases/BugPage/verify_commit_for_bugPage,Chrome 74.0.3729.131,,,2019-05-06 15:14:06,2019-05-06 15:15:13,1m - 6.884s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,,2019-05-06 15:14:07,2019-05-06 15:14:11,4.050s,PASSED
navigateToUrl(applicationUrl),Chrome 74.0.3729.131,,,2019-05-06 15:14:11,2019-05-06 15:14:25,14.655s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 15:14:25,2019-05-06 15:14:29,3.045s,PASSED
reusable.loginBugZillaUI.login(),Chrome 74.0.3729.131,,,2019-05-06 15:14:29,2019-05-06 15:14:29,0.694s,PASSED
delay(4),Chrome 74.0.3729.131,,,2019-05-06 15:14:29,2019-05-06 15:14:33,4.004s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Dashboard/span_Dashboard""), 0)",Chrome 74.0.3729.131,,,2019-05-06 15:14:33,2019-05-06 15:14:33,0.067s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI Dashboard/input_Edit_search""), 0))",Chrome 74.0.3729.131,,,2019-05-06 15:14:33,2019-05-06 15:14:35,1.303s,PASSED
delay(20),Chrome 74.0.3729.131,,,2019-05-06 15:14:35,2019-05-06 15:14:55,20.002s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI New Bug/label_Bug 255666""), 0))",Chrome 74.0.3729.131,,,2019-05-06 15:14:55,2019-05-06 15:14:55,0.165s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI New Bug/bugInfo_accordion""), 0)",Chrome 74.0.3729.131,,,2019-05-06 15:14:55,2019-05-06 15:14:55,0.054s,PASSED
"isBugInfoAccordionExpanded = getAttribute(findTestObject(""Page_BugsUI New Bug/bugInfo_accordion""), ""aria-expanded"")",Chrome 74.0.3729.131,,,2019-05-06 15:14:55,2019-05-06 15:14:55,0.056s,PASSED
"if (isBugInfoAccordionExpanded.equals(""false""))",Chrome 74.0.3729.131,,,2019-05-06 15:14:55,2019-05-06 15:14:59,3.655s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 15:14:59,2019-05-06 15:15:01,2.002s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI New Bug/div_Bugdetails_updated_success""), 0))",Chrome 74.0.3729.131,,,2019-05-06 15:15:01,2019-05-06 15:15:01,0.168s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 15:15:01,2019-05-06 15:15:04,3.003s,PASSED
"aliasName = getAttribute(findTestObject(""Page_BugsUI New Bug/input_BugAlias""), ""value"")",Chrome 74.0.3729.131,,,2019-05-06 15:15:04,2019-05-06 15:15:04,0.047s,PASSED
"if (aliasName.equals(""123Test""))",Chrome 74.0.3729.131,,,2019-05-06 15:15:04,2019-05-06 15:15:04,0.001s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 15:15:04,2019-05-06 15:15:07,3.002s,PASSED
"clearText(findTestObject(""Page_BugsUI New Bug/input_BugAlias""))",Chrome 74.0.3729.131,,,2019-05-06 15:15:07,2019-05-06 15:15:07,0.070s,PASSED
"setText(findTestObject(""Page_BugsUI New Bug/input_BugAlias""), ""test987"")",Chrome 74.0.3729.131,,,2019-05-06 15:15:07,2019-05-06 15:15:07,0.177s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 15:15:07,2019-05-06 15:15:10,3.002s,PASSED
"if (verifyElementClickable(findTestObject(""Page_BugsUI New Bug/topButton_Commit"")))",Chrome 74.0.3729.131,,,2019-05-06 15:15:10,2019-05-06 15:15:10,0.116s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 15:15:10,2019-05-06 15:15:13,3.005s,PASSED
,,,,,,,
Test Cases/BugPage/verify_addingComments,Chrome 74.0.3729.131,,,2019-05-06 15:15:13,2019-05-06 15:15:25,11.745s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 15:15:13,2019-05-06 15:15:15,2.004s,PASSED
"scrollToElement(findTestObject(""Page_BugsUI New Bug/textarea_Add Comment""), 0)",Chrome 74.0.3729.131,,,2019-05-06 15:15:15,2019-05-06 15:15:15,0.046s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 15:15:15,2019-05-06 15:15:17,2.003s,PASSED
"setText(findTestObject(""Page_BugsUI New Bug/textarea_Add Comment""), ""Testing comment for Automation"")",Chrome 74.0.3729.131,,,2019-05-06 15:15:17,2019-05-06 15:15:18,0.357s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 15:15:18,2019-05-06 15:15:21,3.004s,PASSED
"if (verifyElementClickable(findTestObject(""Page_BugsUI New Bug/bottom_button_Commit"")))",Chrome 74.0.3729.131,,,2019-05-06 15:15:21,2019-05-06 15:15:21,0.232s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 15:15:21,2019-05-06 15:15:24,3.002s,PASSED
closeBrowser(),Chrome 74.0.3729.131,,,2019-05-06 15:15:24,2019-05-06 15:15:25,0.833s,PASSED
