Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
BugPageGeneralTab,Chrome 74.0.3729.131,,,2019-05-06 15:59:11,2019-05-06 16:00:37,1m - 25.939s,PASSED
,,,,,,,
Test Cases/BugPage/verify_commit_for_bugPage,Chrome 74.0.3729.131,,,2019-05-06 15:59:12,2019-05-06 16:00:16,1m - 4.902s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,,2019-05-06 15:59:12,2019-05-06 15:59:16,3.649s,PASSED
navigateToUrl(applicationUrl),Chrome 74.0.3729.131,,,2019-05-06 15:59:16,2019-05-06 15:59:29,12.867s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 15:59:29,2019-05-06 15:59:32,3.047s,PASSED
reusable.loginBugZillaUI.login(),Chrome 74.0.3729.131,,,2019-05-06 15:59:32,2019-05-06 15:59:32,0.743s,PASSED
delay(4),Chrome 74.0.3729.131,,,2019-05-06 15:59:32,2019-05-06 15:59:36,4.007s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Dashboard/span_Dashboard""), 0)",Chrome 74.0.3729.131,,,2019-05-06 15:59:36,2019-05-06 15:59:37,0.091s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI Dashboard/input_Edit_search""), 0))",Chrome 74.0.3729.131,,,2019-05-06 15:59:37,2019-05-06 15:59:38,1.353s,PASSED
delay(20),Chrome 74.0.3729.131,,,2019-05-06 15:59:38,2019-05-06 15:59:58,20.006s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI New Bug/label_Bug 255666""), 0))",Chrome 74.0.3729.131,,,2019-05-06 15:59:58,2019-05-06 15:59:58,0.141s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI New Bug/bugInfo_accordion""), 0)",Chrome 74.0.3729.131,,,2019-05-06 15:59:58,2019-05-06 15:59:58,0.040s,PASSED
"isBugInfoAccordionExpanded = getAttribute(findTestObject(""Page_BugsUI New Bug/bugInfo_accordion""), ""aria-expanded"")",Chrome 74.0.3729.131,,,2019-05-06 15:59:58,2019-05-06 15:59:58,0.046s,PASSED
"if (isBugInfoAccordionExpanded.equals(""false""))",Chrome 74.0.3729.131,,,2019-05-06 15:59:58,2019-05-06 16:00:02,3.650s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 16:00:02,2019-05-06 16:00:04,2.006s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI New Bug/div_Bugdetails_updated_success""), 0))",Chrome 74.0.3729.131,,,2019-05-06 16:00:04,2019-05-06 16:00:04,0.191s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 16:00:04,2019-05-06 16:00:07,3.003s,PASSED
"aliasName = getAttribute(findTestObject(""Page_BugsUI New Bug/input_BugAlias""), ""value"")",Chrome 74.0.3729.131,,,2019-05-06 16:00:07,2019-05-06 16:00:07,0.032s,PASSED
"if (aliasName.equals(""123Test""))",Chrome 74.0.3729.131,,,2019-05-06 16:00:07,2019-05-06 16:00:07,0.000s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 16:00:07,2019-05-06 16:00:10,3.002s,PASSED
"clearText(findTestObject(""Page_BugsUI New Bug/input_BugAlias""))",Chrome 74.0.3729.131,,,2019-05-06 16:00:10,2019-05-06 16:00:10,0.121s,PASSED
"setText(findTestObject(""Page_BugsUI New Bug/input_BugAlias""), ""test987"")",Chrome 74.0.3729.131,,,2019-05-06 16:00:10,2019-05-06 16:00:10,0.161s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 16:00:10,2019-05-06 16:00:13,3.004s,PASSED
"if (verifyElementClickable(findTestObject(""Page_BugsUI New Bug/topButton_Commit"")))",Chrome 74.0.3729.131,,,2019-05-06 16:00:13,2019-05-06 16:00:13,0.184s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 16:00:13,2019-05-06 16:00:16,3.005s,PASSED
,,,,,,,
Test Cases/BugPage/verify_addingComments,Chrome 74.0.3729.131,,,2019-05-06 16:00:16,2019-05-06 16:00:37,20.624s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 16:00:17,2019-05-06 16:00:19,2.004s,PASSED
"scrollToElement(findTestObject(""Page_BugsUI New Bug/select_commentOrder_dropdown""), 0)",Chrome 74.0.3729.131,,,2019-05-06 16:00:19,2019-05-06 16:00:19,0.098s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 16:00:19,2019-05-06 16:00:21,2.006s,PASSED
"setText(findTestObject(""Page_BugsUI New Bug/textarea_Add Comment""), ""Testing comment for Automation"")",Chrome 74.0.3729.131,,,2019-05-06 16:00:21,2019-05-06 16:00:21,0.413s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 16:00:21,2019-05-06 16:00:24,3.002s,PASSED
"if (verifyElementClickable(findTestObject(""Page_BugsUI New Bug/bottom_button_Commit"")))",Chrome 74.0.3729.131,,,2019-05-06 16:00:24,2019-05-06 16:00:25,0.196s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 16:00:25,2019-05-06 16:00:27,2.006s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI New Bug/div_Bugdetails_updated_success""), 0))",Chrome 74.0.3729.131,,,2019-05-06 16:00:27,2019-05-06 16:00:27,0.227s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 16:00:27,2019-05-06 16:00:29,2.008s,PASSED
"scrollToElement(findTestObject(""Page_BugsUI New Bug/logs_accordion""), 0)",Chrome 74.0.3729.131,,,2019-05-06 16:00:29,2019-05-06 16:00:29,0.077s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 16:00:29,2019-05-06 16:00:31,2.005s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI New Bug/select_commentOrder_dropdown""), 0))",Chrome 74.0.3729.131,,,2019-05-06 16:00:31,2019-05-06 16:00:31,0.210s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 16:00:31,2019-05-06 16:00:34,3.006s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI New Bug/latestComment""), 0))",Chrome 74.0.3729.131,,,2019-05-06 16:00:34,2019-05-06 16:00:34,0.116s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 16:00:34,2019-05-06 16:00:36,2.018s,PASSED
closeBrowser(),Chrome 74.0.3729.131,,,2019-05-06 16:00:36,2019-05-06 16:00:37,0.887s,PASSED
