Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Product_Add_Suite,Firefox 66.0,,,2019-05-10 16:13:37,2019-05-10 16:15:32,1m - 55.732s,PASSED
,,,,,,,
Test Cases/Add_Product/AddProductFields_verification,Firefox 66.0,,,2019-05-10 16:13:37,2019-05-10 16:14:37,59.654s,PASSED
"openBrowser("""")",Firefox 66.0,,,2019-05-10 16:13:38,2019-05-10 16:13:43,5.360s,PASSED
navigateToUrl(applicationUrl),Firefox 66.0,,,2019-05-10 16:13:43,2019-05-10 16:14:00,17.396s,PASSED
delay(3),Firefox 66.0,,,2019-05-10 16:14:00,2019-05-10 16:14:04,3.032s,PASSED
maximizeWindow(),Firefox 66.0,,,2019-05-10 16:14:04,2019-05-10 16:14:04,0.299s,PASSED
delay(2),Firefox 66.0,,,2019-05-10 16:14:04,2019-05-10 16:14:06,2.004s,PASSED
"setText(findTestObject(""Page_BugsUI/input_username""), ""knagendra-ext"")",Firefox 66.0,,,2019-05-10 16:14:06,2019-05-10 16:14:06,0.179s,PASSED
"setText(findTestObject(""Page_BugsUI/input_password""), ""Kum1!@#$%^&*()ar"")",Firefox 66.0,,,2019-05-10 16:14:06,2019-05-10 16:14:06,0.124s,PASSED
"if (verifyElementClickable(findTestObject(""Page_BugsUI/button_Login"")))",Firefox 66.0,,,2019-05-10 16:14:06,2019-05-10 16:14:07,0.387s,PASSED
delay(6),Firefox 66.0,,,2019-05-10 16:14:07,2019-05-10 16:14:13,6.002s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI Dashboard/span_Dashboard""), 0))",Firefox 66.0,,,2019-05-10 16:14:13,2019-05-10 16:14:15,2.598s,PASSED
delay(3),Firefox 66.0,,,2019-05-10 16:14:15,2019-05-10 16:14:18,3.004s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI Add Product/span_Add Product""), 0))",Firefox 66.0,,,2019-05-10 16:14:18,2019-05-10 16:14:18,0.013s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/div_Choose Classification""), 1)",Firefox 66.0,,,2019-05-10 16:14:18,2019-05-10 16:14:18,0.028s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/input_name""), 1)",Firefox 66.0,,,2019-05-10 16:14:18,2019-05-10 16:14:18,0.016s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/textarea_description""), 1)",Firefox 66.0,,,2019-05-10 16:14:18,2019-05-10 16:14:18,0.025s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/checkbox_closedForBugEntry""), 1)",Firefox 66.0,,,2019-05-10 16:14:18,2019-05-10 16:14:18,0.022s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/input_version""), 1)",Firefox 66.0,,,2019-05-10 16:14:18,2019-05-10 16:14:18,0.027s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/input_component""), 1)",Firefox 66.0,,,2019-05-10 16:14:18,2019-05-10 16:14:18,0.019s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/div_Choose Assignee""), 1)",Firefox 66.0,,,2019-05-10 16:14:18,2019-05-10 16:14:18,0.016s,PASSED
"scrollToElement(findTestObject(""Page_BugsUI Add Product/AddProduct_button""), 0)",Firefox 66.0,,,2019-05-10 16:14:18,2019-05-10 16:14:18,0.059s,PASSED
delay(1),Firefox 66.0,,,2019-05-10 16:14:18,2019-05-10 16:14:19,1.002s,PASSED
"if (verifyElementNotClickable(findTestObject(""Page_BugsUI Add Product/AddProduct_button"")))",Firefox 66.0,,,2019-05-10 16:14:19,2019-05-10 16:14:19,0.036s,PASSED
"scrollToElement(findTestObject(""Page_BugsUI Add Product/div_Choose Classification""), 0)",Firefox 66.0,,,2019-05-10 16:14:19,2019-05-10 16:14:19,0.035s,PASSED
delay(1),Firefox 66.0,,,2019-05-10 16:14:19,2019-05-10 16:14:20,1.002s,PASSED
"click(findTestObject(""Page_BugsUI Add Product/div_Choose Classification""))",Firefox 66.0,,,2019-05-10 16:14:20,2019-05-10 16:14:21,0.297s,PASSED
delay(2),Firefox 66.0,,,2019-05-10 16:14:21,2019-05-10 16:14:23,2.002s,PASSED
"click(findTestObject(""Page_BugsUI Add Product/span_Software""))",Firefox 66.0,,,2019-05-10 16:14:23,2019-05-10 16:14:23,0.279s,PASSED
"setText(findTestObject(""Page_BugsUI Add Product/input_name""), ""1-Automation-testing"")",Firefox 66.0,,,2019-05-10 16:14:23,2019-05-10 16:14:23,0.133s,PASSED
"setText(findTestObject(""Page_BugsUI Add Product/textarea_description""), ""1-Automation-testing Description"")",Firefox 66.0,,,2019-05-10 16:14:23,2019-05-10 16:14:23,0.131s,PASSED
"setText(findTestObject(""Page_BugsUI Add Product/input_version""), ""1"")",Firefox 66.0,,,2019-05-10 16:14:23,2019-05-10 16:14:23,0.085s,PASSED
"scrollToElement(findTestObject(""Page_BugsUI Add Product/AddProduct_button""), 0)",Firefox 66.0,,,2019-05-10 16:14:23,2019-05-10 16:14:23,0.024s,PASSED
delay(1),Firefox 66.0,,,2019-05-10 16:14:23,2019-05-10 16:14:24,1.003s,PASSED
"if (verifyElementNotClickable(findTestObject(""Page_BugsUI Add Product/AddProduct_button"")))",Firefox 66.0,,,2019-05-10 16:14:24,2019-05-10 16:14:24,0.026s,PASSED
"setText(findTestObject(""Page_BugsUI Add Product/defaultAssigne_inputbox""), ""kumar nagendra"")",Firefox 66.0,,,2019-05-10 16:14:24,2019-05-10 16:14:25,0.126s,PASSED
"click(findTestObject(""Page_BugsUI Add Product/span_kumar.nagendra""))",Firefox 66.0,,,2019-05-10 16:14:25,2019-05-10 16:14:26,1.750s,PASSED
delay(2),Firefox 66.0,,,2019-05-10 16:14:26,2019-05-10 16:14:28,2.003s,PASSED
"if (verifyElementClickable(findTestObject(""Page_BugsUI Add Product/AddProduct_button"")))",Firefox 66.0,,,2019-05-10 16:14:28,2019-05-10 16:14:28,0.033s,PASSED
"setText(findTestObject(""Page_BugsUI Add Product/input_component""), ""Auto-1"")",Firefox 66.0,,,2019-05-10 16:14:28,2019-05-10 16:14:28,0.081s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI Add Product/componentDescription""), 1)",Firefox 66.0,,,2019-05-10 16:14:28,2019-05-10 16:14:28,0.013s,PASSED
"if (verifyElementNotClickable(findTestObject(""Page_BugsUI Add Product/AddProduct_button"")))",Firefox 66.0,,,2019-05-10 16:14:28,2019-05-10 16:14:28,0.042s,PASSED
"setText(findTestObject(""Page_BugsUI Add Product/componentDescription""), ""Auto-1 description"")",Firefox 66.0,,,2019-05-10 16:14:28,2019-05-10 16:14:29,0.128s,PASSED
"scrollToElement(findTestObject(""Page_BugsUI Add Product/AddProduct_button""), 1)",Firefox 66.0,,,2019-05-10 16:14:29,2019-05-10 16:14:29,0.033s,PASSED
delay(2),Firefox 66.0,,,2019-05-10 16:14:29,2019-05-10 16:14:31,2.000s,PASSED
"if (verifyElementClickable(findTestObject(""Page_BugsUI Add Product/AddProduct_button"")))",Firefox 66.0,,,2019-05-10 16:14:31,2019-05-10 16:14:31,0.031s,PASSED
