Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
CucumberSmoke,Chrome 74.0.3729.131,,,2019-05-13 18:14:52,2019-05-13 18:17:30,2m - 38.053s,PASSED
,,,,,,,
Test Cases/BDD Cucumber TestCases/NewProductAdd,Chrome 74.0.3729.131,,,2019-05-13 18:14:52,2019-05-13 18:16:22,1m - 29.935s,PASSED
"runFeatureFile(""Include/features/BDD Cucumber Tests/Web UI Tests/Product Add/AddProduct.feature"")",Chrome 74.0.3729.131,,,2019-05-13 18:14:52,2019-05-13 18:16:22,1m - 29.456s,PASSED
,,,,,,,
Test Cases/BDD Cucumber TestCases/AvailabilityOfAddedProduct,Chrome 74.0.3729.131,,,2019-05-13 18:16:22,2019-05-13 18:16:51,29.415s,PASSED
"runFeatureFile(""Include/features/BDD Cucumber Tests/Web UI Tests/Product Add/AvailabilityOfAddedProduct.feature"")",Chrome 74.0.3729.131,,,2019-05-13 18:16:22,2019-05-13 18:16:51,29.138s,PASSED
,,,,,,,
Test Cases/BDD Cucumber TestCases/DeleteAddedProduct,Chrome 74.0.3729.131,,,2019-05-13 18:16:51,2019-05-13 18:17:30,38.323s,PASSED
"runFeatureFile(""Include/features/BDD Cucumber Tests/Web UI Tests/Product Add/DeleteAddedProduct.feature"")",Chrome 74.0.3729.131,,,2019-05-13 18:16:51,2019-05-13 18:17:30,38.121s,PASSED
